id,priority,requires_water,requires_electricity,requires_basic_resources,produces_electricity,produces_water,produces_data,produces_basic_resources,resources_water,resources_electricity,resources_data,resources_basic_resources,type_Hospital,type_Magazine,type_PowerPlant,type_WaterPlant,status_offline
POWER_018,2,10.0,0.0,0.0,46.0,0.0,0.0,0.0,137.0,0,0.0,0.0,False,False,True,False,False
WATER_001,2,0.0,4.0,0.0,0.0,16.0,0.0,0.0,0.0,6,0.0,0.0,False,False,False,True,False
WATER_002,2,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,19,0.0,0.0,False,False,False,True,False
WATER_003,2,0.0,6.0,0.0,0.0,24.0,0.0,0.0,0.0,18,0.0,0.0,False,False,False,True,False
WATER_004,2,0.0,9.0,0.0,0.0,19.0,0.0,0.0,0.0,39,0.0,0.0,False,False,False,True,False
WATER_005,2,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,21,0.0,0.0,False,False,False,True,False
WATER_006,2,0.0,10.0,0.0,0.0,16.0,0.0,0.0,0.0,9,0.0,0.0,False,False,False,True,False
WATER_007,2,0.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,10,0.0,0.0,False,False,False,True,False
WATER_008,2,0.0,6.0,0.0,0.0,25.0,0.0,0.0,0.0,2,0.0,0.0,False,False,False,True,False
WATER_009,2,0.0,8.0,0.0,0.0,18.0,0.0,0.0,0.0,25,0.0,0.0,False,False,False,True,False
WATER_010,2,0.0,4.0,0.0,0.0,25.0,0.0,0.0,0.0,18,0.0,0.0,False,False,False,True,True
WATER_011,2,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,23,0.0,0.0,False,False,False,True,False
WATER_012,2,0.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,15,0.0,0.0,False,False,False,True,False
WATER_013,2,0.0,7.0,0.0,0.0,11.0,0.0,0.0,0.0,30,0.0,0.0,False,False,False,True,False
WATER_014,2,0.0,3.0,0.0,0.0,22.0,0.0,0.0,0.0,6,0.0,0.0,False,False,False,True,False
WATER_015,2,0.0,4.0,0.0,0.0,23.0,0.0,0.0,0.0,33,0.0,0.0,False,False,False,True,False
WATER_016,2,0.0,2.0,0.0,0.0,24.0,0.0,0.0,0.0,3,0.0,0.0,False,False,False,True,False
WATER_017,2,0.0,7.0,0.0,0.0,14.0,0.0,0.0,0.0,10,0.0,0.0,False,False,False,True,False
WATER_018,2,0.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,7,0.0,0.0,False,False,False,True,False
WATER_019,2,0.0,2.0,0.0,0.0,20.0,0.0,0.0,0.0,20,0.0,0.0,False,False,False,True,False
WATER_020,2,0.0,9.0,0.0,0.0,25.0,0.0,0.0,0.0,1,0.0,0.0,False,False,False,True,False
WATER_021,2,0.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,11,0.0,0.0,False,False,False,True,False
WATER_022,2,0.0,10.0,0.0,0.0,12.0,0.0,0.0,0.0,6,0.0,0.0,False,False,False,True,False
WATER_023,2,0.0,10.0,0.0,0.0,14.0,0.0,0.0,0.0,40,0.0,0.0,False,False,False,True,False
WATER_024,2,0.0,3.0,0.0,0.0,17.0,0.0,0.0,0.0,36,0.0,0.0,False,False,False,True,False
WATER_025,2,0.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,11,0.0,0.0,False,False,False,True,False
WATER_026,2,0.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,29,0.0,0.0,False,False,False,True,False
WATER_027,2,0.0,5.0,0.0,0.0,11.0,0.0,0.0,0.0,13,0.0,0.0,False,False,False,True,False
WATER_028,2,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,3,0.0,0.0,False,False,False,True,False
WATER_029,2,0.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,1,0.0,0.0,False,False,False,True,False
WATER_030,2,0.0,6.0,0.0,0.0,24.0,0.0,0.0,0.0,15,0.0,0.0,False,False,False,True,False
DATA_001,1,1.0,12.0,0.0,0.0,0.0,44.0,0.0,2.0,5,0.0,0.0,False,False,False,False,False
DATA_002,1,4.0,9.0,0.0,0.0,0.0,40.0,0.0,4.0,13,0.0,0.0,False,False,False,False,False
DATA_003,1,3.0,11.0,0.0,0.0,0.0,50.0,0.0,5.0,6,0.0,0.0,False,False,False,False,False
DATA_004,1,3.0,12.0,0.0,0.0,0.0,37.0,0.0,3.0,8,0.0,0.0,False,False,False,False,False
DATA_005,1,0.0,12.0,0.0,0.0,0.0,22.0,0.0,8.0,9,0.0,0.0,False,False,False,False,False
DATA_006,1,6.0,9.0,0.0,0.0,0.0,49.0,0.0,1.0,14,0.0,0.0,False,False,False,False,False
DATA_007,1,0.0,9.0,0.0,0.0,0.0,53.0,0.0,7.0,6,0.0,0.0,False,False,False,False,False
DATA_008,1,1.0,12.0,0.0,0.0,0.0,55.0,0.0,6.0,12,0.0,0.0,False,False,False,False,False
DATA_009,1,5.0,10.0,0.0,0.0,0.0,26.0,0.0,0.0,11,0.0,0.0,False,False,False,False,False
DATA_010,1,6.0,9.0,0.0,0.0,0.0,35.0,0.0,1.0,7,0.0,0.0,False,False,False,False,False
DATA_011,1,3.0,12.0,0.0,0.0,0.0,27.0,0.0,9.0,7,0.0,0.0,False,False,False,False,False
DATA_012,1,2.0,12.0,0.0,0.0,0.0,52.0,0.0,2.0,7,0.0,0.0,False,False,False,False,False
DATA_013,1,0.0,10.0,0.0,0.0,0.0,53.0,0.0,5.0,14,0.0,0.0,False,False,False,False,False
DATA_014,1,5.0,10.0,0.0,0.0,0.0,33.0,0.0,2.0,13,0.0,0.0,False,False,False,False,False
DATA_015,1,2.0,9.0,0.0,0.0,0.0,21.0,0.0,2.0,8,0.0,0.0,False,False,False,False,False
DATA_016,1,4.0,8.0,0.0,0.0,0.0,36.0,0.0,10.0,8,0.0,0.0,False,False,False,False,False
DATA_017,1,4.0,9.0,0.0,0.0,0.0,44.0,0.0,8.0,9,0.0,0.0,False,False,False,False,False
DATA_018,1,3.0,9.0,0.0,0.0,0.0,43.0,0.0,8.0,8,0.0,0.0,False,False,False,False,False
MAG_001,2,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,4,0.0,172.0,False,True,False,False,False
MAG_002,2,0.0,6.0,0.0,0.0,0.0,0.0,15.0,0.0,10,0.0,280.0,False,True,False,False,True
MAG_003,2,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0,0.0,182.0,False,True,False,False,False
MAG_004,2,0.0,4.0,0.0,0.0,0.0,0.0,21.0,0.0,0,0.0,140.0,False,True,False,False,False
MAG_005,2,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,8,0.0,160.0,False,True,False,False,False
MAG_006,2,0.0,3.0,0.0,0.0,0.0,0.0,17.0,0.0,0,0.0,221.0,False,True,False,False,False
MAG_007,2,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0,0.0,110.0,False,True,False,False,False
MAG_008,2,0.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,7,0.0,246.0,False,True,False,False,False
MAG_009,2,0.0,4.0,0.0,0.0,0.0,0.0,14.0,0.0,8,0.0,86.0,False,True,False,False,False
MAG_010,2,0.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,9,0.0,114.0,False,True,False,False,False
MAG_011,2,0.0,2.0,0.0,0.0,0.0,0.0,23.0,0.0,6,0.0,233.0,False,True,False,False,False
MAG_012,2,0.0,3.0,0.0,0.0,0.0,0.0,13.0,0.0,3,0.0,166.0,False,True,False,False,False
MAG_013,2,0.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,1,0.0,170.0,False,True,False,False,False
MAG_014,2,0.0,6.0,0.0,0.0,0.0,0.0,14.0,0.0,9,0.0,214.0,False,True,False,False,False
MAG_015,2,0.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,1,0.0,56.0,False,True,False,False,False
MAG_016,2,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,7,0.0,82.0,False,True,False,False,False
MAG_017,2,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,8,0.0,164.0,False,True,False,False,False
MAG_018,2,0.0,1.0,0.0,0.0,0.0,0.0,21.0,0.0,1,0.0,120.0,False,True,False,False,False
MAG_019,2,0.0,6.0,0.0,0.0,0.0,0.0,15.0,0.0,7,0.0,205.0,False,True,False,False,False
MAG_020,2,0.0,5.0,0.0,0.0,0.0,0.0,18.0,0.0,6,0.0,249.0,False,True,False,False,False
MAG_021,2,0.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,1,0.0,273.0,False,True,False,False,False
MAG_022,2,0.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,10,0.0,176.0,False,True,False,False,False
HOSP_001,1,5.0,6.0,3.0,0.0,0.0,0.0,0.0,5.0,10,0.0,40.0,True,False,False,False,False
HOSP_002,1,5.0,6.0,7.0,0.0,0.0,0.0,0.0,7.0,9,0.0,48.0,True,False,False,False,False
HOSP_003,1,3.0,9.0,9.0,0.0,0.0,0.0,0.0,9.0,9,0.0,22.0,True,False,False,False,False
HOSP_004,1,8.0,8.0,5.0,0.0,0.0,0.0,0.0,7.0,9,0.0,42.0,True,False,False,False,False
HOSP_005,1,3.0,6.0,5.0,0.0,0.0,0.0,0.0,6.0,10,0.0,27.0,True,False,False,False,False
HOSP_006,1,8.0,6.0,4.0,0.0,0.0,0.0,0.0,8.0,10,0.0,80.0,True,False,False,False,False
HOSP_007,1,5.0,8.0,9.0,0.0,0.0,0.0,0.0,8.0,5,0.0,54.0,True,False,False,False,False
HOSP_008,1,4.0,6.0,4.0,0.0,0.0,0.0,0.0,9.0,9,0.0,66.0,True,False,False,False,False
HOSP_009,1,5.0,10.0,8.0,0.0,0.0,0.0,0.0,10.0,6,0.0,67.0,True,False,False,False,False
HOSP_010,1,5.0,10.0,5.0,0.0,0.0,0.0,0.0,5.0,8,0.0,28.0,True,False,False,False,False
POWER_001,2,9.0,0.0,0.0,48.0,0.0,0.0,0.0,121.0,0,0.0,0.0,False,False,True,False,False
POWER_002,2,8.0,0.0,0.0,26.0,0.0,0.0,0.0,88.0,0,0.0,0.0,False,False,True,False,False
POWER_003,2,9.0,0.0,0.0,28.0,0.0,0.0,0.0,89.0,0,0.0,0.0,False,False,True,False,False
POWER_004,2,7.0,0.0,0.0,16.0,0.0,0.0,0.0,72.0,0,0.0,0.0,False,False,True,False,False
POWER_005,2,8.0,0.0,0.0,52.0,0.0,0.0,0.0,66.0,0,0.0,0.0,False,False,True,False,False
POWER_006,2,5.0,0.0,0.0,52.0,0.0,0.0,0.0,100.0,0,0.0,0.0,False,False,True,False,False
POWER_007,2,6.0,0.0,0.0,59.0,0.0,0.0,0.0,137.0,0,0.0,0.0,False,False,True,False,False
POWER_008,2,9.0,0.0,0.0,31.0,0.0,0.0,0.0,91.0,0,0.0,0.0,False,False,True,False,False
POWER_009,2,5.0,0.0,0.0,30.0,0.0,0.0,0.0,99.0,0,0.0,0.0,False,False,True,False,False
POWER_010,2,9.0,0.0,0.0,44.0,0.0,0.0,0.0,43.0,0,0.0,0.0,False,False,True,False,False
POWER_011,2,3.0,0.0,0.0,18.0,0.0,0.0,0.0,42.0,0,0.0,0.0,False,False,True,False,False
POWER_012,2,6.0,0.0,0.0,18.0,0.0,0.0,0.0,96.0,0,0.0,0.0,False,False,True,False,False
POWER_013,2,10.0,0.0,0.0,59.0,0.0,0.0,0.0,53.0,0,0.0,0.0,False,False,True,False,False
POWER_014,2,2.0,0.0,0.0,52.0,0.0,0.0,0.0,135.0,0,0.0,0.0,False,False,True,False,False
POWER_015,2,6.0,0.0,0.0,16.0,0.0,0.0,0.0,65.0,0,0.0,0.0,False,False,True,False,False
POWER_016,2,6.0,0.0,0.0,37.0,0.0,0.0,0.0,124.0,0,0.0,0.0,False,False,True,False,False
POWER_017,2,5.0,0.0,0.0,45.0,0.0,0.0,0.0,72.0,0,0.0,0.0,False,False,True,False,False
POWER_018,2,5.0,0.0,0.0,39.0,0.0,0.0,0.0,122.0,0,0.0,0.0,False,False,True,False,False
WATER_001,2,0.0,8.0,0.0,0.0,11.0,0.0,0.0,0.0,34,0.0,0.0,False,False,False,True,False
WATER_002,2,0.0,5.0,0.0,0.0,11.0,0.0,0.0,0.0,32,0.0,0.0,False,False,False,True,False
WATER_003,2,0.0,6.0,0.0,0.0,17.0,0.0,0.0,0.0,23,0.0,0.0,False,False,False,True,False
WATER_004,2,0.0,5.0,0.0,0.0,19.0,0.0,0.0,0.0,34,0.0,0.0,False,False,False,True,False
WATER_005,2,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,3,0.0,0.0,False,False,False,True,False
WATER_006,2,0.0,5.0,0.0,0.0,13.0,0.0,0.0,0.0,16,0.0,0.0,False,False,False,True,True
WATER_007,2,0.0,4.0,0.0,0.0,13.0,0.0,0.0,0.0,13,0.0,0.0,False,False,False,True,False
WATER_008,2,0.0,8.0,0.0,0.0,14.0,0.0,0.0,0.0,21,0.0,0.0,False,False,False,True,False
WATER_009,2,0.0,5.0,0.0,0.0,17.0,0.0,0.0,0.0,20,0.0,0.0,False,False,False,True,False
WATER_010,2,0.0,6.0,0.0,0.0,21.0,0.0,0.0,0.0,27,0.0,0.0,False,False,False,True,False
WATER_011,2,0.0,8.0,0.0,0.0,16.0,0.0,0.0,0.0,10,0.0,0.0,False,False,False,True,False
WATER_012,2,0.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,14,0.0,0.0,False,False,False,True,False
WATER_013,2,0.0,2.0,0.0,0.0,20.0,0.0,0.0,0.0,18,0.0,0.0,False,False,False,True,False
WATER_014,2,0.0,7.0,0.0,0.0,21.0,0.0,0.0,0.0,40,0.0,0.0,False,False,False,True,False
WATER_015,2,0.0,9.0,0.0,0.0,12.0,0.0,0.0,0.0,22,0.0,0.0,False,False,False,True,False
WATER_016,2,0.0,9.0,0.0,0.0,11.0,0.0,0.0,0.0,19,0.0,0.0,False,False,False,True,False
WATER_017,2,0.0,8.0,0.0,0.0,22.0,0.0,0.0,0.0,13,0.0,0.0,False,False,False,True,False
WATER_018,2,0.0,7.0,0.0,0.0,11.0,0.0,0.0,0.0,16,0.0,0.0,False,False,False,True,False
WATER_019,2,0.0,9.0,0.0,0.0,11.0,0.0,0.0,0.0,25,0.0,0.0,False,False,False,True,False
WATER_020,2,0.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,23,0.0,0.0,False,False,False,True,False
WATER_021,2,0.0,5.0,0.0,0.0,24.0,0.0,0.0,0.0,0,0.0,0.0,False,False,False,True,False
WATER_022,2,0.0,7.0,0.0,0.0,23.0,0.0,0.0,0.0,1,0.0,0.0,False,False,False,True,False
WATER_023,2,0.0,6.0,0.0,0.0,22.0,0.0,0.0,0.0,37,0.0,0.0,False,False,False,True,False
WATER_024,2,0.0,7.0,0.0,0.0,18.0,0.0,0.0,0.0,21,0.0,0.0,False,False,False,True,False
WATER_025,2,0.0,2.0,0.0,0.0,25.0,0.0,0.0,0.0,12,0.0,0.0,False,False,False,True,False
WATER_026,2,0.0,5.0,0.0,0.0,25.0,0.0,0.0,0.0,39,0.0,0.0,False,False,False,True,False
WATER_027,2,0.0,2.0,0.0,0.0,23.0,0.0,0.0,0.0,7,0.0,0.0,False,False,False,True,False
WATER_028,2,0.0,7.0,0.0,0.0,11.0,0.0,0.0,0.0,23,0.0,0.0,False,False,False,True,False
WATER_029,2,0.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,20,0.0,0.0,False,False,False,True,False
WATER_030,2,0.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,13,0.0,0.0,False,False,False,True,False
DATA_001,1,6.0,12.0,0.0,0.0,0.0,42.0,0.0,5.0,13,0.0,0.0,False,False,False,False,False
DATA_002,1,0.0,10.0,0.0,0.0,0.0,59.0,0.0,8.0,7,0.0,0.0,False,False,False,False,False
DATA_003,1,5.0,12.0,0.0,0.0,0.0,41.0,0.0,10.0,8,0.0,0.0,False,False,False,False,False
DATA_004,1,1.0,9.0,0.0,0.0,0.0,20.0,0.0,7.0,14,0.0,0.0,False,False,False,False,False
DATA_005,1,6.0,12.0,0.0,0.0,0.0,45.0,0.0,2.0,14,0.0,0.0,False,False,False,False,False
DATA_006,1,4.0,9.0,0.0,0.0,0.0,56.0,0.0,7.0,14,0.0,0.0,False,False,False,False,False
DATA_007,1,6.0,12.0,0.0,0.0,0.0,58.0,0.0,10.0,8,0.0,0.0,False,False,False,False,False
DATA_008,1,0.0,9.0,0.0,0.0,0.0,35.0,0.0,1.0,13,0.0,0.0,False,False,False,False,False
DATA_009,1,4.0,12.0,0.0,0.0,0.0,30.0,0.0,8.0,10,0.0,0.0,False,False,False,False,False
DATA_010,1,4.0,12.0,0.0,0.0,0.0,26.0,0.0,9.0,13,0.0,0.0,False,False,False,False,False
DATA_011,1,5.0,12.0,0.0,0.0,0.0,50.0,0.0,4.0,6,0.0,0.0,False,False,False,False,False
DATA_012,1,1.0,11.0,0.0,0.0,0.0,60.0,0.0,2.0,6,0.0,0.0,False,False,False,False,False
DATA_013,1,3.0,10.0,0.0,0.0,0.0,45.0,0.0,2.0,11,0.0,0.0,False,False,False,False,False
DATA_014,1,1.0,12.0,0.0,0.0,0.0,53.0,0.0,7.0,5,0.0,0.0,False,False,False,False,False
DATA_015,1,3.0,10.0,0.0,0.0,0.0,43.0,0.0,8.0,10,0.0,0.0,False,False,False,False,False
DATA_016,1,5.0,10.0,0.0,0.0,0.0,44.0,0.0,0.0,9,0.0,0.0,False,False,False,False,False
DATA_017,1,3.0,12.0,0.0,0.0,0.0,32.0,0.0,0.0,8,0.0,0.0,False,False,False,False,False
DATA_018,1,6.0,8.0,0.0,0.0,0.0,30.0,0.0,4.0,11,0.0,0.0,False,False,False,False,False
MAG_001,2,0.0,6.0,0.0,0.0,0.0,0.0,23.0,0.0,1,0.0,142.0,False,True,False,False,False
MAG_002,2,0.0,4.0,0.0,0.0,0.0,0.0,13.0,0.0,4,0.0,268.0,False,True,False,False,False
MAG_003,2,0.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,1,0.0,230.0,False,True,False,False,False
MAG_004,2,0.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,5,0.0,114.0,False,True,False,False,False
MAG_005,2,0.0,4.0,0.0,0.0,0.0,0.0,20.0,0.0,5,0.0,267.0,False,True,False,False,False
MAG_006,2,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,4,0.0,128.0,False,True,False,False,False
MAG_007,2,0.0,3.0,0.0,0.0,0.0,0.0,16.0,0.0,1,0.0,203.0,False,True,False,False,False
MAG_008,2,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,10,0.0,259.0,False,True,False,False,False
MAG_009,2,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,3,0.0,224.0,False,True,False,False,False
MAG_010,2,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,3,0.0,56.0,False,True,False,False,False
MAG_011,2,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,5,0.0,298.0,False,True,False,False,False
MAG_012,2,0.0,3.0,0.0,0.0,0.0,0.0,16.0,0.0,10,0.0,238.0,False,True,False,False,False
MAG_013,2,0.0,1.0,0.0,0.0,0.0,0.0,23.0,0.0,10,0.0,110.0,False,True,False,False,False
MAG_014,2,0.0,3.0,0.0,0.0,0.0,0.0,16.0,0.0,8,0.0,239.0,False,True,False,False,False
MAG_015,2,0.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,5,0.0,176.0,False,True,False,False,False
MAG_016,2,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,6,0.0,56.0,False,True,False,False,False
MAG_017,2,0.0,3.0,0.0,0.0,0.0,0.0,23.0,0.0,7,0.0,236.0,False,True,False,False,False
MAG_018,2,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,1,0.0,200.0,False,True,False,False,False
MAG_019,2,0.0,6.0,0.0,0.0,0.0,0.0,14.0,0.0,8,0.0,118.0,False,True,False,False,False
MAG_020,2,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,6,0.0,136.0,False,True,False,False,False
MAG_021,2,0.0,5.0,0.0,0.0,0.0,0.0,23.0,0.0,4,0.0,103.0,False,True,False,False,False
MAG_022,2,0.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,7,0.0,129.0,False,True,False,False,False
HOSP_001,1,7.0,9.0,4.0,0.0,0.0,0.0,0.0,8.0,6,0.0,52.0,True,False,False,False,False
HOSP_002,1,7.0,9.0,3.0,0.0,0.0,0.0,0.0,7.0,6,0.0,43.0,True,False,False,False,False
HOSP_003,1,5.0,8.0,6.0,0.0,0.0,0.0,0.0,6.0,8,0.0,54.0,True,False,False,False,False
HOSP_004,1,8.0,9.0,8.0,0.0,0.0,0.0,0.0,10.0,6,0.0,51.0,True,False,False,False,False
HOSP_005,1,5.0,8.0,6.0,0.0,0.0,0.0,0.0,8.0,8,0.0,34.0,True,False,False,False,False
HOSP_006,1,8.0,7.0,5.0,0.0,0.0,0.0,0.0,5.0,9,0.0,51.0,True,False,False,False,False
HOSP_007,1,3.0,11.0,4.0,0.0,0.0,0.0,0.0,8.0,7,0.0,61.0,True,False,False,False,False
HOSP_008,1,7.0,9.0,4.0,0.0,0.0,0.0,0.0,9.0,8,0.0,25.0,True,False,False,False,False
HOSP_009,1,6.0,9.0,8.0,0.0,0.0,0.0,0.0,9.0,5,0.0,52.0,True,False,False,False,False
HOSP_010,1,5.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,5,0.0,71.0,True,False,False,False,False
POWER_001,2,3.0,0.0,0.0,35.0,0.0,0.0,0.0,48.0,0,0.0,0.0,False,False,True,False,False
POWER_002,2,2.0,0.0,0.0,43.0,0.0,0.0,0.0,71.0,0,0.0,0.0,False,False,True,False,False
POWER_003,2,7.0,0.0,0.0,29.0,0.0,0.0,0.0,63.0,0,0.0,0.0,False,False,True,False,False
POWER_004,2,10.0,0.0,0.0,43.0,0.0,0.0,0.0,132.0,0,0.0,0.0,False,False,True,False,True
POWER_005,2,7.0,0.0,0.0,30.0,0.0,0.0,0.0,46.0,0,0.0,0.0,False,False,True,False,False
POWER_006,2,3.0,0.0,0.0,34.0,0.0,0.0,0.0,79.0,0,0.0,0.0,False,False,True,False,False
POWER_007,2,2.0,0.0,0.0,25.0,0.0,0.0,0.0,40.0,0,0.0,0.0,False,False,True,False,False
POWER_008,2,3.0,0.0,0.0,25.0,0.0,0.0,0.0,51.0,0,0.0,0.0,False,False,True,False,False
POWER_009,2,5.0,0.0,0.0,47.0,0.0,0.0,0.0,89.0,0,0.0,0.0,False,False,True,False,False
POWER_010,2,9.0,0.0,0.0,52.0,0.0,0.0,0.0,61.0,0,0.0,0.0,False,False,True,False,False
POWER_011,2,9.0,0.0,0.0,20.0,0.0,0.0,0.0,150.0,0,0.0,0.0,False,False,True,False,False
POWER_012,2,4.0,0.0,0.0,37.0,0.0,0.0,0.0,130.0,0,0.0,0.0,False,False,True,False,False
POWER_013,2,2.0,0.0,0.0,45.0,0.0,0.0,0.0,129.0,0,0.0,0.0,False,False,True,False,False
POWER_014,2,10.0,0.0,0.0,52.0,0.0,0.0,0.0,67.0,0,0.0,0.0,False,False,True,False,False
POWER_015,2,10.0,0.0,0.0,51.0,0.0,0.0,0.0,52.0,0,0.0,0.0,False,False,True,False,False
POWER_016,2,2.0,0.0,0.0,54.0,0.0,0.0,0.0,77.0,0,0.0,0.0,False,False,True,False,False
POWER_017,2,9.0,0.0,0.0,33.0,0.0,0.0,0.0,85.0,0,0.0,0.0,False,False,True,False,False
POWER_018,2,8.0,0.0,0.0,41.0,0.0,0.0,0.0,117.0,0,0.0,0.0,False,False,True,False,False
WATER_001,2,0.0,9.0,0.0,0.0,14.0,0.0,0.0,0.0,10,0.0,0.0,False,False,False,True,False
WATER_002,2,0.0,5.0,0.0,0.0,25.0,0.0,0.0,0.0,5,0.0,0.0,False,False,False,True,False
WATER_003,2,0.0,6.0,0.0,0.0,18.0,0.0,0.0,0.0,36,0.0,0.0,False,False,False,True,False
WATER_004,2,0.0,2.0,0.0,0.0,20.0,0.0,0.0,0.0,8,0.0,0.0,False,False,False,True,False
WATER_005,2,0.0,5.0,0.0,0.0,19.0,0.0,0.0,0.0,6,0.0,0.0,False,False,False,True,False
WATER_006,2,0.0,7.0,0.0,0.0,16.0,0.0,0.0,0.0,8,0.0,0.0,False,False,False,True,False
WATER_007,2,0.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,5,0.0,0.0,False,False,False,True,False
WATER_008,2,0.0,7.0,0.0,0.0,22.0,0.0,0.0,0.0,32,0.0,0.0,False,False,False,True,False
WATER_009,2,0.0,8.0,0.0,0.0,15.0,0.0,0.0,0.0,10,0.0,0.0,False,False,False,True,False
WATER_010,2,0.0,5.0,0.0,0.0,20.0,0.0,0.0,0.0,30,0.0,0.0,False,False,False,True,False
WATER_011,2,0.0,7.0,0.0,0.0,14.0,0.0,0.0,0.0,16,0.0,0.0,False,False,False,True,False
WATER_012,2,0.0,9.0,0.0,0.0,11.0,0.0,0.0,0.0,3,0.0,0.0,False,False,False,True,False
WATER_013,2,0.0,8.0,0.0,0.0,25.0,0.0,0.0,0.0,5,0.0,0.0,False,False,False,True,False
WATER_014,2,0.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,10,0.0,0.0,False,False,False,True,False
WATER_015,2,0.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,6,0.0,0.0,False,False,False,True,False
WATER_016,2,0.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,30,0.0,0.0,False,False,False,True,False
WATER_017,2,0.0,4.0,0.0,0.0,22.0,0.0,0.0,0.0,26,0.0,0.0,False,False,False,True,False
WATER_018,2,0.0,4.0,0.0,0.0,18.0,0.0,0.0,0.0,4,0.0,0.0,False,False,False,True,False
WATER_019,2,0.0,4.0,0.0,0.0,14.0,0.0,0.0,0.0,19,0.0,0.0,False,False,False,True,False
WATER_020,2,0.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,26,0.0,0.0,False,False,False,True,False
WATER_021,2,0.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,37,0.0,0.0,False,False,False,True,False
WATER_022,2,0.0,9.0,0.0,0.0,10.0,0.0,0.0,0.0,33,0.0,0.0,False,False,False,True,False
WATER_023,2,0.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,0,0.0,0.0,False,False,False,True,False
WATER_024,2,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,10,0.0,0.0,False,False,False,True,False
WATER_025,2,0.0,2.0,0.0,0.0,21.0,0.0,0.0,0.0,9,0.0,0.0,False,False,False,True,False
WATER_026,2,0.0,10.0,0.0,0.0,11.0,0.0,0.0,0.0,2,0.0,0.0,False,False,False,True,False
WATER_027,2,0.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,40,0.0,0.0,False,False,False,True,False
WATER_028,2,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,14,0.0,0.0,False,False,False,True,False
WATER_029,2,0.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,14,0.0,0.0,False,False,False,True,False
WATER_030,2,0.0,5.0,0.0,0.0,16.0,0.0,0.0,0.0,16,0.0,0.0,False,False,False,True,False
DATA_001,1,2.0,9.0,0.0,0.0,0.0,39.0,0.0,10.0,13,0.0,0.0,False,False,False,False,False
DATA_002,1,3.0,12.0,0.0,0.0,0.0,37.0,0.0,6.0,9,0.0,0.0,False,False,False,False,False
DATA_003,1,1.0,11.0,0.0,0.0,0.0,54.0,0.0,10.0,6,0.0,0.0,False,False,False,False,False
DATA_004,1,1.0,10.0,0.0,0.0,0.0,32.0,0.0,1.0,10,0.0,0.0,False,False,False,False,False
